company_name,article_date,article_name,company_symbol,article_url,article_text
International Business Machines Corporation,2020-05-13 00:00:00 UTC,Financial Stocks Could Be In Focus Today After Powell Speech; Cisco Reports This Afternoon,IBM,https://www.benzinga.com/news/earnings/20/05/16022429/financial-stocks-could-be-in-focus-today-after-powell-speech-cisco-reports-this-afternoon,mixed thinking hand excitement economy share sense good true reopening premature morning former hold cautious optimism theme day addition optimism economic reopening Federal Reserve boon recovery equity support economy morning participant speech Federal Reserve Chairman Jerome Powell investor trader commentary potential negative interest rate Fed position economy financial devastation coronavirus next Fed meeting week plenty time Powell comment lot spread virus pace economic reopening fiscal stimulus forthcoming morning positive tone impressive rebound weak yesterday session positive sentiment oil barrel Cboe Volatility Index VIX dip idea bad coronavirus headline volatility addition optimism sense economic recovery long way school thought yesterday session nervousness international locale resurgence coronavirus case lockdown Dr. Anthony Fauci director National Institute Allergy infectious disease Senate U.S. economy outbreak uncontrollable economic recovery place fresh coronavirus case Wuhan China location particular weight global epicenter coronavirus news economy v recovery amount tension U.S. chinese government coronavirus home airline industry bad performer S&P Index SPX sector downbeat comment industry Boeing Co BA chief executive officer industry pandemic flight travel issue mark negative side ledger Tuesday taking recent gain news doom gloom Tuesday Fed program corporate bond exchange fund ETFs positive temporary backstop central bank cake broad support somber news etf news supply side oil Tuesday crude oil future /CL ground news Saudi Arabia neighboring country production crude advance much help Energy sector IXE broad ground excitement domestic world economy oil price Energy sector recent day sentiment fickle ebb flow oil price sort proxy sentiment global economic recovery economic recovery increase demand petroleum product ground air transportation manufacturing core earning season afternoon tech giant Cisco Systems CSCO earning year ago quarter party analyst consensus big tech mixed bag earning season Microsoft Corporation MSFT surprising upside Amazon.com Inc AMZN Web Services cloud hardware mainstay IBM IBM short csco earning particular interest cutoff date month April coronavirus shutdown high gear many place CHART DAY year yield SLIPS Tuesday worry economic recovery demand safe Treasuries yield government debt year Treasury index datum source Cboe Global Markets Chart source thinkorswim platform TD Ameritrade illustrative purpose past performance future result economy Fed historic foray corporate bond etf Tuesday way central bank wide economy coronavirus pandemic step federal fund rate Treasuries Fed intervention equite wide economy gap Wall Street Main Street arguable quick economic recovery Fed effort situation reminder economy vice Deja Vu uncomfortable reminder U.S.-China trade war sign tension world large economy legislation Senate Tuesday president China asian nation investigation origin pandemic separate news Bloomberg legislation sanction chinese official treatment muslim minority floor week White House Federal Retirement Thrift Investment Board plan chinese company investor talk China memory distant past uncertainty trade dispute economy China United States backfoot coronavirus uncertainty last thing Wall Street need yesterday news flow trader investor excuse selling area technical resistance SPX last month SPX high general area week high Tuesday sort catalyst news flow level close technical picture Photo Martin Ceralde Unsplash TD Ameritrade commentary educational purpose Member SIPC Benzinga.com Benzinga investment advice right estimate upside surprise new portfolio trade insight alert analyst rating free report news
International Business Machines Corporation,2020-05-13 00:00:00 UTC,"VMWare Announces Creation Of Next-Gen SOC Alliance With Splunk, IBM Security, Google Cloud's Chronicle, Exabeam And Sumo Logic",IBM,https://www.benzinga.com/tech/20/05/16020222/vmware-announces-creation-of-next-gen-soc-alliance-with-splunk-ibm-security-google-clouds-chronicle,Eric Schmidt Alphabet Inc. GOOGL former entity Google Inc. executive role tie company February year CNet report Saturday Schmidt chief executive officer Google Inc. role executive chairman Alphabet Inc. parent company Google holding new company executive chairman technology advisor CNet Schmidt technology advisor Alphabet February end year old journey company executive double role advisor Pentagon Alphabet time criticism Alphabet Amazom.com Inc. AMZN Microsoft Corporation MSFT Oracle Corporation ORCL International Business Machines Corp. IBM Joint Enterprise Defense Infrastructure JEDI contract Schmidt role advisor Pentagon Schmidt complete departure Alphabet time involved government role New York Governor Andrew Cuomo Wednesday former Google CEO commission state Alphabet Class share high Friday class C share high benzinga.com Benzinga investment advice right trade insight alert analyst rating free report news
International Business Machines Corporation,2020-05-12 00:00:00 UTC,'India's Airtel looks to IBM for cloud help' -LightReading Report,IBM,https://www.benzinga.com/news/20/05/16013140/indias-airtel-looks-to-ibm-for-cloud-help-lightreading-report,trade fast news alert world headline article sample real time intelligence Benzinga Pro trader fast accurate intelligence exclusive story Benzinga reporter serious trader Benzinga Pro community Trade insight alert analyst rating free report news
International Business Machines Corporation,2020-05-11 00:00:00 UTC,Former Google CEO Eric Schmidt Cut Last Ties With The Company: Report,IBM,https://www.benzinga.com/news/20/05/15996955/former-google-ceo-eric-schmidt-cut-last-ties-with-the-company-report,today Ideas benzinga.com Benzinga investment advice right trade insight alert analyst rating free report news
International Business Machines Corporation,2020-05-01 00:00:00 UTC,Shares of several technology companies are trading lower on market weakness as investor uncertainty grows following quarterly earnings results from multiple companies. NOTE: This could potentially be a sell-off after the S&P 500 rallied 12.7% over the past month.,IBM,https://www.benzinga.com/wiim/20/05/15933074/shares-of-several-technology-companies-are-trading-lower-on-market-weakness-as-investor-uncertainty,trade fast news alert world headline article sample real time intelligence Benzinga Pro trader fast accurate intelligence exclusive story Benzinga reporter serious trader Benzinga Pro community Trade insight alert analyst rating free report news
International Business Machines Corporation,2020-04-29 00:00:00 UTC,"Locked Down, Demand Up: Amazon Shines As Virus Economy Plays To Its Strengths",IBM,https://www.benzinga.com/news/earnings/20/04/15909298/locked-down-demand-up-amazon-shines-as-virus-economy-plays-to-its-strengths,Zoom Video Communications ZM Oracle Corporation orcl cloud service demand product company Tuesday exciting able platform scale communication platform maker chief technology officer Brendan Ittelson Reuters Zoom Oracle cloud service million call platform gigabyte datum day specific size deal Reuters move week Zoom launch late version security privacy concern platform company infrastructure Amazon.com Inc. AMZN Amazon Web Services Microsoft Corporation MSFT Azure Oracle limited manner week Reuters Oracle founder chairman Larry Ellison month Zoom essential service company CNBC time Redwood City company rival Amazon Microsoft Alphabet Inc. GOOGL GOOG International Business Machines Corporation IBM term share cloud computing Zoom choice surprising many Jean Atelsek analyst Research Reuters successful partnership Zoom likely Oracle new generation cloud computing service high profile customer technology large rival oracle share low Tuesday zoom share low high hour session benzinga.com Benzinga investment advice right trade insight alert analyst rating free report news
International Business Machines Corporation,2020-04-29 00:00:00 UTC,"Benzinga Pro's Top 5 Stocks To Watch For Wed., Apr. 29, 2020: FB, IBM, SHOP, MNST, MYOS",IBM,https://www.benzinga.com/pre-market-outlook/20/04/15905594/benzinga-pros-top-5-stocks-to-watch-for-wed-apr-29-2020-fb-ibm-shop-mnst-myos,trade fast news alert world headline article sample real time intelligence Benzinga Pro trader fast accurate intelligence exclusive story Benzinga reporter serious trader Benzinga Pro community Trade insight alert analyst rating free report news
International Business Machines Corporation,2020-04-29 00:00:00 UTC,Zoom Uses Oracle's Cloud Computing Services To Handle Demand Surge During Pandemic,IBM,https://www.benzinga.com/news/20/04/15903496/zoom-uses-oracles-cloud-computing-services-to-handle-demand-surge-during-pandemic,trade fast news alert world headline article sample real time intelligence Benzinga Pro trader fast accurate intelligence exclusive story Benzinga reporter serious trader Benzinga Pro community Benzinga Edge major upgrade downgrade change accurate analyst trade insight alert analyst rating free report news
International Business Machines Corporation,2020-04-28 00:00:00 UTC,Blue Chip Stocks Resisting COVID-19,IBM,https://www.benzinga.com/news/20/04/15884392/blue-chip-stocks-resisting-covid-19,blue chip mature company pillar industry addition strong result quarter quarter company time economic downturn blue chip IBM IBM Exxon Mobil XOM General Electric GE COVID-19 rug global economy list company blue chip industry company crisis dominant future Streaming Netflix NFLX earning important Netflix big trend adoption self quarantine Netflix estimation net subscriber analyst guidance quarter global net addition analyst estimate currency headwind average user international headwind overall Netflix advantage growth streaming massive head competition moat subscriber Tech speaking self quarantine Microsoft Corporation MSFT incredible surge demand Teams app video call impressive March people home serious competition Zoom Video Communications Inc ZM Facebook Inc FB latter launch Messenger Rooms negative impact pandemic pc maker production Microsoft software segment accounting cloud Amazon.com Inc AMZN way JEDI deal segment likely high rate foreseeable future Microsoft earning April bet Amazon lockdown e commerce giant surge demand day delivery capability FactSet Amazon earning growth year Business Model Perfection precise cloud Amazon Microsoft different industry different infrastructure Netflix common strength material growth trend powerful recession strong balance sheet storm article press release Ivana Popovic verified independent journalist IAMNewswire investment advice time full disclosure Ivana Popovic position company Press release full Press release distribution contact Contributors IAM Newswire pitch interested IAM journalist contact question release post blue Chips Resisting COVID-19 IAM Newswire photo Kon Karampelas Unsplash benzinga.com Benzinga investment advice right trade insight alert analyst rating free report news
International Business Machines Corporation,2020-04-28 00:00:00 UTC,IBM Raises Qtr. Dividend From $1.62 To $1.63/Share,IBM,https://www.benzinga.com/news/20/04/15895771/ibm-raises-qtr-dividend-from-1-62-to-1-63share,Amazon.com Inc. AMZN fierce economic storm dot com selloff decade financial crisis european debt debacle sign online retail cloud computing behemoth economic downturn coronavirus exact number company book Thursday afternoon Amazon massive hiring spree many company worker overall retail sale March big drop datum grocery store e commerce strength likely good news Amazon company online grocery sale course company leader general e commerce time economic situation pandemic play Amazon strength e commerce grocery delivery cloud service entertainment streaming company momentum good pandemic sign Amazon demand outset health crisis delivery order limited availability delivery slot Prime inventory breakage separate announcement incremental personnel fulfillment Credit Suisse analyst note bump demand people home investor likely detail Amazon Web Services AWS business AMZN tailor internet centric work home economy Amazon Prime Video business cater people watch show type entertainment investor number Prime subscription Prime Video Amazon number January Prime member particular interest company Prime Video driver worthy additional investment original content giant Netflix Inc. NFLX Walt Disney Company DIS Disney+ January AMZN solid earning time late July coronavirus dent share price broad selloff February March uncertainty virus high share rest selloff AMZN record month chart FIGURE amaz RALLY many company time high coronavirus selloff business commercial activity office store home strength cloud e commerce giant Amazon AMZN candlestick standout fellow FANG+ Index NYFANG purple line member whole selloff late March April datum source ICE Data Services Nasdaq Chart source thinkorswim platform TD Ameritrade illustrative purpose past performance future result week earning release steady drumbeat analyst price target AMZN Tuesday afternoon consensus price target Wall Street analyst month information provider MarketBeat note target price Credit Suisse pandemic fast adoption retail category slow e commerce Food grocery big pool offline dollar online adoption year Amazon Fresh company moment shareholder value creation consumer fence grocery Prime Amazon Fresh high comfort level outright purchasing habit analyst question Amazon momentum thing normal normal post coronavirus comparable quarter future point people able shop general decline brick mortar retail demand traditional shopping people thing investor likely AMZN much company consumer e commerce demand pandemic worker cheap end company cash cloud race previous quarter cloud battle AWS chief rival Microsoft Corporation MSFT Azure cloud bigwig IBM IBM Oracle Corporation ORCL AMZN growth narrative AMZN flagship e commerce division many stable cash cow time AWS bit feeling COVID-19 focus e commerce cloud race fact way shift work home environment need cloud solution thing economy recession company infrastructure spending plan conversation Thursday conference call shift cloud investor insight economic pullback AWS client spending plan result Thursday afternoon Amazon EPS prior year quarter party consensus analyst year May option expiration option expected share price move direction earning release Maker indicator thinkorswim platform call activity high strike put active strike volatility percentile Wednesday morning note call option right obligation security price set period time put option right obligation security price set period time TD Ameritrade commentary educational purpose Member SIPC option risk suitable investor Characteristics Risks Standardized Options benzinga.com Benzinga investment advice right estimate upside surprise new portfolio trade insight alert analyst rating free report news
International Business Machines Corporation,2020-04-22 00:00:00 UTC,"Citigroup Maintains Neutral on IBM, Raises Price Target to $120",IBM,https://www.benzinga.com/news/20/04/15858412/citigroup-maintains-neutral-on-ibm-raises-price-target-to-120,International Business Machines Corp IBM share company bad quarter sale result company guidance company quarter sale result analyst estimate IBM part aspect enterprise company infrastructure service software service hardware IBM share time publication Tuesday company week high week low benzinga.com Benzinga investment advice right estimate upside surprise new portfolio trade insight alert analyst rating free report news
International Business Machines Corporation,2020-04-22 00:00:00 UTC,"Little Things Count: After Selloff To Start Week, A Bit of Light Arrives With Positive Earnings",IBM,https://www.benzinga.com/news/earnings/20/04/15856544/little-things-count-after-selloff-to-start-week-a-bit-of-light-arrives-with-positive-earnings,trade fast news alert world headline article sample real time intelligence Benzinga Pro trader fast accurate intelligence exclusive story Benzinga reporter serious trader Benzinga Pro community Unlock calendar access good trading idea research analysis trade insight alert analyst rating free report news
International Business Machines Corporation,2020-04-21 00:00:00 UTC,Why IBM's Stock Is Trading Lower Today,IBM,https://www.benzinga.com/news/earnings/20/04/15850814/why-ibms-stock-is-trading-lower-today,trade fast news alert world headline article sample real time intelligence Benzinga Pro trader fast accurate intelligence exclusive story Benzinga reporter serious trader Benzinga Pro community Benzinga Edge major upgrade downgrade change accurate analyst trade insight alert analyst rating free report news
International Business Machines Corporation,2020-04-21 00:00:00 UTC,"UPDATE: Morgan Stanley On IBM Notes 'Near-term, we lower our already below cons. CY20 EPS to $10.25 but peer multiple expansion drives our PT to $111, from $107'",IBM,https://www.benzinga.com/analyst-ratings/analyst-color/20/04/15849806/update-morgan-stanley-on-ibm-notes-near-term-we-lower-our-already-below-cons-cy20-e,trade fast news alert world headline article sample real time intelligence Benzinga Pro trader fast accurate intelligence exclusive story Benzinga reporter serious trader Benzinga Pro community Benzinga Edge major upgrade downgrade change accurate analyst trade insight alert analyst rating free report news
International Business Machines Corporation,2020-04-21 00:00:00 UTC,"UPDATE: Morgan Stanley Maintains Equal-Weight On IBM. Raises Target To $111 Notes 'New CEO, Arvind Krishna, is committed to returning IBM to sustainable growth, incl. more M&A or divestitures, but results are years away'",IBM,https://www.benzinga.com/analyst-ratings/analyst-color/20/04/15849804/update-morgan-stanley-maintains-equal-weight-on-ibm-raises-target-to-111-notes-new-,benzinga.com Benzinga investment advice right Benzinga Edge major upgrade downgrade change accurate analyst trade insight alert analyst rating free report news
International Business Machines Corporation,2020-04-21 00:00:00 UTC,44 Stocks Moving In Tuesday's Mid-Day Session,IBM,https://www.benzinga.com/news/20/04/15849794/44-stocks-moving-in-tuesdays-mid-day-session,trade fast news alert world headline article sample real time intelligence Benzinga Pro trader fast accurate intelligence exclusive story Benzinga reporter serious trader Benzinga Pro community Benzinga Edge major upgrade downgrade change accurate analyst trade insight alert analyst rating free report news
International Business Machines Corporation,2020-04-21 00:00:00 UTC,"UBS Maintains Neutral on IBM, Lowers Price Target to $120",IBM,https://www.benzinga.com/news/20/04/15848942/ubs-maintains-neutral-on-ibm-lowers-price-target-to-120,ray sunshine cloud morning form decent earning news rebound anemic crude complex Netflix Inc. NFLX Chipotle Mexican Grill Inc. CMG good result last night AT&T Inc. little boost hat little thing trader May crude contract board yesterday unprecedented stumble negative territory June crude old brother waterfall June Tuesday barrel level prevalent historic energy bear contract early Wednesday crude situation good retail investor thing risk reward crude small reward risk chart wrong concept future trading crude future complex insight crude pro stumped People amount risk crude comfortable building fireman flame analyst hype hoopla many new homebound subscriber NFLX Q1 service giant disappoint subscriber board company forecast global total surge March investor comfortable kind number NFLX letter shareholder home mandate world NFLX subscription flow person Netflix entire confinement likely confinement letter post earning conference video NFLX CEO Reed Hastings strong March number pull forward rest year strategic long term implication NFLX share much traction post trading huge sub people familiar company new subscriber possible lot good news earning kid home grade schooler college kid semester home hard shelter place time note Snap Inc. communication portal many daily active user growth high year ago quarter SNAP share pre trading earning news AT&T short analyst expectation dividend place time chipmaker Texas Instruments Incorporated TXN Wall Street earning expectation chip quarter solid start TXN company quarter investor guidance Q2 today wrapping result chipmaker Lam Research Corporation LRCX casino company Las Vegas Sands Corp LVS constant pressure crude point year investor concern economy quick comeback opening sight store restaurant handful state people likely caution investor much Americans likely cautious extended period continued volatility worry possible deflation Cboe Volatility Index VIX Tuesday close brief fling upper late last week least narrow range point decline spike week bit disappointing SPX technical support Tuesday future premarket downside test SPX selling pressure return last week range SPX day day average SPX good overall large cap average week average bit time period day day breach buying selling likely index earning drive day many company guidance new outlook rest year lot hard earning action analyst thing bad year low recent projection week instance S&P Capital IQ S&P earning estimate quarter full year Q1 earning q2 earning full year earning huge comeback earning growth low earning projection risk sentiment last day income bond yield bit today last month historic low element risk way investor Tuesday last week stampede Information Technology horseman risk volatility dollar story S&P Index SPX week session much insight trend Information Technology today sort rotation underway tech thing high last week serious beating Tuesday IBM Corporation IBM earning chip sector Apple Inc. AAPL Microsoft Corporation MSFT bad day CHART DAY GOLD REVERSE HEAD shoulder gold future /GC candlestick reverse head shoulder neckline yellow line strong support level /GC neckline yesterday closing reverse head shoulder pattern valid price neckline gold price March low gold April high datum source CME Group Chart source thinkorswim platform TD Ameritrade illustrative purpose past performance future result Mr. Moneybags company hole March one deep pocket thing true thing bad investor company big cash position MSFT Alibaba Group Holding Limited BABA Cisco Systems Inc. CSCO lot Information Technology company cash people Tech extent Communication Services Amazon.com Inc. AMZN Alphabet Inc. GOOGL GOOG investor stalwart economy many company tough time dot com selloff financial crisis european debt crisis hope opportunity many firm side crisis demand cloud computing instance chipmaker software firm Oracle Corporation ORCL Cream Sinking problem sector handful big company top glow fade rest economy hard powerful sector Industrials Materials slack automobile housing industry sector lift crisis muscle financial pressure energy sector weak rate day Tuesday Tech Communication Services slump rest help small cap Russell RUT large cap index yesterday many analyst strength RUT little investor confidence domestic economy large cap index recent rally reversal bad thing Green Top dollar currency investor dollar index year high March combination strong greenback Tuesday rise volatility slow drip yield toxic brew ground thing last month thing big push dollar many investor protection currency kind retreat defensive region investor Benzinga.com Benzinga investment advice right estimate upside surprise new portfolio trade insight alert analyst rating free report news
International Business Machines Corporation,2020-04-21 00:00:00 UTC,"CocaCola, IBM Earnings Under Scrutiny As Both Multinationals Withdraw Guidance, Netflix Later",IBM,https://www.benzinga.com/news/earnings/20/04/15848130/cocacola-ibm-earnings-under-scrutiny-as-both-multinationals-withdraw-guidance-netflix-later,big penny gainer loser benzinga.com Benzinga investment advice right trade insight alert analyst rating free report news
International Business Machines Corporation,2020-04-21 00:00:00 UTC,"UPDATE: Wedbush Maintains Neutral On IBM, Lowers Price Target To $140 As Firm Notes Co's 'Mixed Q1/CY20 Results; Decelerating Revenue Growth At Red Hat/Cloud/Cognitive'",IBM,https://www.benzinga.com/analyst-ratings/analyst-color/20/04/15847784/update-wedbush-maintains-neutral-on-ibm-lowers-price-target-to-140-as-firm-notes-co,trade fast news alert world headline article sample real time intelligence Benzinga Pro trader fast accurate intelligence exclusive story Benzinga reporter serious trader Benzinga Pro community Benzinga Edge major upgrade downgrade change accurate analyst trade insight alert analyst rating free report news
