company_name,article_date,article_name,company_symbol,article_url,article_text
Amazon.com Inc,2020-06-02 00:00:00 UTC,"How Cameo, Facebook And Peloton Are Embracing Coronavirus Disruption",AMZN,https://www.benzinga.com/analyst-ratings/analyst-color/20/06/16161097/how-cameo-facebook-and-peloton-are-embracing-coronavirus-disruption,Tesla Inc. TSLA Chief Executive Officer Elon Musk Monday right officer case George Floyd death scot free right officer Musk response tweet message general officer wrong right officer message general officer wrong police officer Derek Chauvin degree murder Floyd death video online Chauvin Floyd neck latter unconscious statement probable cause Minnesota court CNN police officer J Alexander Kueng Tou Thao Thomas Lane present scene Chauvin arrest Floyd counterfeit currency official complaint Hennepin County Attorney Mike Freeman Friday likely officer Chauvin arrest CNBC Keung Thao Lane Minneapolis Police Department case Musk clip Chris Rock Netflix comedian case police brutality case bad apple Chris Rock bad apple point pic.twitter.com/j7qwlhoc2q major technology company Amazon.com Inc. AMZN Apple Inc. AAPL Twitter Inc. TWTR Netflix Inc. NFLX strong statement support Floyd protest Tesla share high Monday share low hour session Benzinga.com Benzinga investment advice right trade insight alert analyst rating free report news
Amazon.com Inc,2020-06-02 00:00:00 UTC,Tesla CEO Musk Says Other Three Officers Should Be Charged In Floyd's Murder Case,AMZN,https://www.benzinga.com/news/20/06/16156648/tesla-ceo-musk-says-other-three-officers-should-be-charged-in-floyds-murder-case,death George Floyd country Saturday morning many violent impact freight world Amazon.com Inc AMZN driver route several city protest Chicago Los Angeles Portland Oregon Bloomberg Amazon delivery driver Chicago Los Angeles message package route undelivered package location able Bloomberg message viral video man St. Louis FedEx Corporation FDX truck Saturday truck police Interstate protestor highway local road protestor driver KMOV4 protestor cab package trailer least people driver station life FedEx driver air horn bystander Jared Arms entire scene video KMOV4 people truck side pavement crowd truck people guy tire arm station Police man injury hospital statement KMOV4 FedEx spokesperson heart event week tragic situation demonstrator St. Louis vehicle sincere condolence family individual high priority FedEx safety authority time statement FreightWaves FedEx safety employee customer alternative plan necessary continued operation event week FedEx safety team member customer top priority situation area able proper precaution team member safe contingency plan possible impact service customer FedEx.com status shipment UPS UPS operation spokesperson company comment impact protest violence numerous city community spokesperson FreightWaves UPS service exception UPS Store location authority ongoing investigation underway protestor highway state roadway safety reason response heart protest Minneapolis state Department Transportation DOT unusual step major route city p.m. local time Saturday route a.m. morning section Interstate west east Interstate west east Interstate east Highway north south FreightWaves DOT potential closure today publication time response Seattle Washington State Patrol Interstate direction Saturday night protestor highway highway Sacramento California Saturday night highway New York Atlanta numerous state closure proactive state action protestor Chicago Illinois State Police Interstate eastbound Ida B. Wells Drive Saturday afternoon Ohio Ontario feeder city CBS Chicago unclear route social medium driver trouble area protestor object bridge Kenny Long administrator popular Rates Lanes Facebook group driver caution protest violent riot city extreme caution major city congested area area possible dark major highway traffic congestion Park area mile area violent activity adequate fuel truck area long member group Saturday night driver area protest truck safe operation Benzinga.com Benzinga investment advice right trade insight alert analyst rating free report news
Amazon.com Inc,2020-06-02 00:00:00 UTC,"Pepper Spray, Books On Racism, 'I Can't Breathe' Merchandise Are Top Sellers On Amazon As Protests Rage",AMZN,https://www.benzinga.com/news/20/06/16156515/pepper-spray-books-on-racism-i-cant-breathe-merchandise-are-top-sellers-on-amazon-as-protests-rage,Amazon Inc. AMZN sale safety anti racism item protest death George Floyd United States pepper good product Sports Outdoors category e commerce giant press time pepper spray product list stun gun good seller shift consumer demand CNBC top audiobook Amazon racism White Fragility White People racism antiracist White Supremacy Combat Racism World Good Ancestor Race audiobook Amazon press time book category White Fragility good seller antiracist number different number shirt Clothing Shoes Jewelry section top list Friday founder CEO e commerce research firm Marketplace Pulse Juozas Kaziuk nas CNBC U.S. George Floyd year old black Minneapolis man police action video footage death police officer Derek Chauvin Floyd neck minute latter unconscious demonstration certain city violent occasion multiple company Walmart Inc. WMT Target Corporation TGT Apple Inc. AAPL Amazon subsidiary Whole Foods retail outlet Amazon e commerce operation light protest statement inequitable brutal treatment black people country Amazon high Monday share low hour session image credit Amazon Benzinga investment advice right trade insight alert analyst rating free report news
Amazon.com Inc,2020-06-01 00:00:00 UTC,Amazon Looks To Establish Supply Chain Trust With New Blockchain Patent,AMZN,https://www.benzinga.com/news/20/06/16154615/amazon-looks-to-establish-supply-chain-trust-with-new-blockchain-patent,interesting trend grocery store space consumer new primary grocery store coronavirus pandemic McKinsey survey shopper shopper new grocery store old many item poor e commerce delivery option survey food buyer grocery store clean safe affordable price consumer age group likely young group likely grocery store great rate less money basket smart grocery shopping app community shopper real time price product inventory Benzinga McKinsey survey Basket co founder Andy Ellwood covid-19 pandemic time adoption delivery e commerce option grocery store Ellwood e mail side transaction people new online shopping frustrating experience many Basket user desire online shopping fresh produce dairy meat consumer likely advantage inner aisle item shelf Pre covid shopper curbside product car store produce butcher meat fish selection Ellwood retailer grocery store considerable resource customer compelling loyalty program meaningless number shopper store Basket app useful customer much loyalty store term dollar time decision extra cost worth perk benefit loyalty Ellwood day consumer different priority shopper price driver distance experience store staff selection freshness Brand loyalty pandemic Ellwood Basket app store certain product comparable product swap shopper surprising takeaway high income consumer likely grocery shopping habit logic driver high income earner much shopping decision much pain grocery experience Ellwood high income demographic group home option shopping choice money young shopper food item personal need likely small total basket size Ellwood young shopper likely audit shopping behavior routine retailer emphasis grocery addition thing store Walmart Inc WMT Target Corporation TGT Amazon.com Inc. AMZN thing link Key Takeaways BofA Deep Dive Grocery Coronavirus Drives Surge Online Grocery Penetration player Amazon Prime Walmart Benzinga investment advice right trade insight alert analyst rating free report news
Amazon.com Inc,2020-06-01 00:00:00 UTC,Making Sense Of Why Consumers Are Switching Their Grocery Store Habits,AMZN,https://www.benzinga.com/news/20/06/16146064/making-sense-of-why-consumers-are-switching-their-grocery-store-habits,company covid-19 economic shutdown short disastrous business handful disruptive tech company shutdown unprecedented opportunity DataTrek Research Tuesday newsletter co founder Jessica Rabe handful company advantage shutdown major visibility product service Cameo year company meteoric rise popularity recent month cameo platform user interactive video message celebrity influencer athlete Rabe Cameo lockdown fun novel idea app Cameo funding Rabe Cameo video mom Mother Day coincidence company monthly April Camero company transaction Cameo investor radar Rabe IPO Peloton Interactive Inc PTON explosive growth popularity gym Americans Peloton bike spin class experience May Peloton new record concurrent streaming view single live class Peloton advantage live sport partnering athlete ESPN spin class range pro athlete Rabe partnership win win ESPN Peloton ESPN competitive content air Peloton large scale exposure product Benzinga angle coronavirus financial world daily update coronavirus newsletter social medium platform shutdown social distancing measure many social interaction platform sharp drop advertising engagement Rabe Facebook Inc. FB good advantage opportunity Facebook significant push e commerce space Rabe social medium giant willing Amazon.com Inc. AMZN Walmart Inc WMT head company online storefront shop easy Facebook Instagram user product retailer size app Rabe addition Facebook shopping tab Instagram many example influence disruptive technology business model consumer behavior post virus Rabe certain tech company shutdown spectacular job sure dynamic economy adaptability disruption hallmark tech industry covid-19 unique opportunity tech company willing change email feedback@benzinga.com Benzinga investment advice right Benzinga Edge major upgrade downgrade change accurate analyst trade insight alert analyst rating free report news
Amazon.com Inc,2020-06-01 00:00:00 UTC,"Amazon Curtails Some Service, Highways Closed, As Protests Impact Freight And Driver Safety",AMZN,https://www.benzinga.com/news/20/06/16150798/amazon-curtails-some-service-highways-closed-as-protests-impact-freight-and-driver-safety,trade fast news alert world headline article sample real time intelligence Benzinga Pro trader accurate intelligence exclusive story Benzinga reporter serious trader Benzinga Pro community Benzinga Edge major upgrade downgrade change accurate analyst trade insight alert analyst rating free report news
Amazon.com Inc,2020-06-01 00:00:00 UTC,How Social Media Stocks Fared During The Pandemic,AMZN,https://www.benzinga.com/opinion/20/06/16150869/how-social-media-stocks-fared-during-the-pandemic,trade fast news alert world headline article sample real time intelligence Benzinga Pro trader accurate intelligence exclusive story Benzinga reporter serious trader Benzinga Pro community Trade insight alert analyst rating free report news
Amazon.com Inc,2020-06-01 00:00:00 UTC,"Gun, Security Stocks Trade Higher After Weekend Protests Turn Violent And Destructive",AMZN,https://www.benzinga.com/news/20/06/16150247/gun-security-stocks-trade-higher-after-weekend-protests-turn-violent-and-destructive,Benzinga investment advice right Benzinga Edge major upgrade downgrade change accurate analyst trade insight alert analyst rating free report news
Amazon.com Inc,2020-06-01 00:00:00 UTC,10 Biggest Price Target Changes For Monday,AMZN,https://www.benzinga.com/analyst-ratings/price-target/20/06/16148982/10-biggest-price-target-changes-for-monday,half world population isolation part month business industry crisis social medium global economy company virtual standstill short mass power outage social medium Facebook Inc FB announcement Shops platform time small business lifeline shop Facebook many small business major new push e commerce economic recovery end pandemic e commerce platform crisis Etsy Inc ETSY sale year Shopify SHOP Canada valuable company pandemic Facebook series step user base intact company unprecedented uncertainty future ad business significant spike number new user people app quarter estimate quarter year year basis many pandemic Twitter TWTR strong company political crosshair Thursday model proper content moderation platform President Trump violence american citizen Twitter tweet determined expansion system April Twitter estimate quarter non GAAP share year year Zacks Consensus Estimate company growth rate next year Snap Inc SNAP surge user share last Thursday company famous app Snapchat active user quarter total user count time voice video call late March month period majority application user Generation Z individual year age quarter year consensus mark week high pinterest pin potential intact pinterest unique medium Amazon user Pinterest user new thing range interest unique platform powerful appeal advertiser ad load peer Facebook company early stage way relationship pinner advertiser lot room pinterest opportunity growth last year active user mau setback advertising important growth objective user crisis Pinterest Facebook Twitter social medium integral part life Facebook mau YouTube Instagram Twitter social medium big article press release Ivana Popovic independent journalist IAMNewswire investment advice time full disclosure Ivana Popovic position company Press release full Press release distribution contact Contributors IAM Newswire pitch interested IAM journalist contact question release post Social Media pandemic IAM Newswire photo Sara Kurfe Unsplash Benzinga investment advice right trade insight alert analyst rating free report news
Amazon.com Inc,2020-06-01 00:00:00 UTC,"Amazon Files for Mixed Shelf Offering, Size Not Disclosed",AMZN,https://www.benzinga.com/news/20/06/16148971/amazon-files-for-mixed-shelf-offering-size-not-disclosed,many casual observer professional incredible rally couple month article S&P rally March bottom close unemployment rate next month GDP staggering rate current quarter tide small business closure bankruptcy impossible pandemic S&P full year surface datum crazy rally investor information dark veneer S&P perfect sense main area current economic government program current sector S&P program level economy individual small business large business direct bond security purchase large financial stimulus history United States impact undeniable father S&P large percentage index financial energy material transport industrial cyclical recession sensitive current defensive technology composition S&P index low interest rate deflationary recession story different high interest rate inflationary slowdown technology position important majority sector year line traditional recessionary performance many energy financial industrial material sector rally little sense investor case full immense amount stimulus support government economy current composition S&P technology defensive rationalization rally low plain sight S&P point easy money complete positive progress treatment clarity term China election firm confident bad Eric Mancini CFA CFP CAIA director investment research wealth advisor Traphagen Financial Group TFG independent fee fiduciary RIA northern NJ Benzinga investment advice right trade insight alert analyst rating free report news
Amazon.com Inc,2020-06-01 00:00:00 UTC,"Morgan Stanley Maintains Overweight on Amazon.com, Raises Price Target to $2800",AMZN,https://www.benzinga.com/news/20/06/16148792/morgan-stanley-maintains-overweight-on-amazon-com-raises-price-target-to-2800,Apple Inc. AAPL CEO Tim Cook memo Sunday employee death George Floyd African american Minnesota resident white policeman widespread anger death Floyd protest United States policeman Derek Chauvin Floyd neck custody Friday murder manslaughter CNBC Cook memo CNBC creation world society worth freedom fear person country love labor life memo employee racial injustice U.S. Black Brown community Apple chief executive commitment breath change world memo Apple U.S. store protest violent CNBC several company store response violent protest Target Corporation TGT Walmart Inc. WMT Amazon Inc. AMZN Whole Foods apple high hour session Friday share regular session unchanged image credit Courtesy Tim Cook Twitter Benzinga investment advice right trade insight alert analyst rating free report news
Amazon.com Inc,2020-06-01 00:00:00 UTC,The 'Real' S&P 500 And Why The Current Rally Makes Sense,AMZN,https://www.benzinga.com/opinion/20/06/16147738/the-real-s-p-500-why-the-current-rally-makes-sense,Amazon.com Inc AMZN patent U.S. Patent Trademark Office blockchain system verifiable tracking item supply chain electronic ledger filing May patent rapid increase system database transparency coherency referential integrity security immutable nature blockchain consumer good Amazon e commerce site authentic lack trust b te noire Amazon fraudulent unsafe product site Wall Street Journal investigation last fall Amazon unsafe product dangerous child product electronic fake certification high profile CNBC Amazon food baby formula customer prevalence counterfeit company Birkenstock Nike Amazon Blockchain Amazon comment trust description section patent Amazon system trust enterprise service platform party global supply chain trust trust difficult Amazon solution manufacturer courier distributor end user real time visibility item supply chain consumer access datum patent drawing image Amazon patent filing item catalog system item information creation element ledger item patent state certification authority item correspond item catalog certification rule certification authority rule testing certification item quality supply chain certain certification step item stage visibility quest recent year blockchain use case significant traction freight industry technology information store immutable ledger accessible stakeholder logistic process industry wide collaboration supply chain efficiency blockchain application evolution solution chain challenge Patrick Duffy president Blockchain Transportation Alliance BiTA core digital ledger supplementation visible technology trace asset provenance Duffy evolution technology question stuff condition question last year Amazon counterfeit detection initiative Project fake good blockchain technology likelihood aid effort digital trust mile item supply chain destination patent FreightWaves article Linda Baker Benzinga.com Benzinga investment advice right trade insight alert analyst rating free report news
Amazon.com Inc,2020-06-01 00:00:00 UTC,"UK Supply Chain Startup Beacon Raises $15M From Amazon CEO, Others",AMZN,https://www.benzinga.com/news/20/06/16146470/uk-supply-chain-startup-beacon-raises-15m-from-amazon-ceo-others,gun Monday death George Floyd arrest people different U.S. city stretch day peaceful protest chaos certain area country New York City police officer police vehicle person Indianapolis Kentucky city curfew weekend National Guard state investor violent protest least gun sale covid-19 subsequent economic shutdown U.S. gun sale high Floyd protest Target Corporate Bullseye Minneapolis Nationwide Protests chaos bad company Apple Inc. AAPL Amazon.com Inc. AMZN Target Corporation TGT business operation city protest gun several police surveillance security move Monday morning covid-19 economic shutdown shelter place order many Americans Floyd death tipping point violence vandalism gun gun sale divisive political rhetoric headline November election email feedback@benzinga.com photo credit Rosa Pineda Wikimedia Benzinga investment advice right trade insight alert analyst rating free report news
Amazon.com Inc,2020-06-01 00:00:00 UTC,"Apple CEO Writes To Employees About George Floyd Death, Urges For 'Better, More Just World For Everyone'",AMZN,https://www.benzinga.com/news/20/06/16146417/apple-ceo-writes-to-employees-about-george-floyd-death-urges-for-better-more-just-world-for-everyone,United Kingdom logistic startup Beacon Series funding Reuters statement Sunday Amazon.com Inc. AMZN Chief Executive Officer Jeff Bezos participant funding round venture capital firm 8VC website Beacon freight agent international trader startup global leader logistic trade finance trade simple transparent reliable Beacon former Uber Technologies Inc. UBER executive Fraser Robinson Dmitri Izmailov Chief Technology Officer Pierre Martin head software engineering Amazon package freight transport technology linkedin London company former Alphabet Inc. GOOGL GOOG CEO Eric Schmidt Uber co founder Travis Kalanick Garrett Camp website Amazon high Friday share hour session Benzinga.com Benzinga investment advice right trade insight alert analyst rating free report news
Amazon.com Inc,2020-05-31 00:00:00 UTC,"Amazon, Apple, Walmart, Other Retailers Shutter Stores, Scale Back Operations In Areas Worst Hit With Protests",AMZN,https://www.benzinga.com/news/20/06/16146370/amazon-apple-walmart-other-retailers-shutter-stores-scale-back-operations-in-areas-worst-hit-with-pr,number company United States retail outlet business city protest George Floyd death Floyd unarmed black Minneapolis man police video footage incident policeman Derek Chauvin Floyd neck minute victim breath unconscious Apple Inc. aapl number store country Sunday light protest many store CNBC closure Sunday protest company half U.S. store novel coronavirus COVID-19 pandemic move number Apple retail outlet country Minneapolis Washington D.C. Brooklyn Amazon.com Inc. AMZN part time delivery executive dozen city Minneapolis Chicago Los Angeles Flex program delivery CNBC company Flex schedule driver Amazon product vehicle independent contractor curfew timing city CNBC Amazon subsidiary supermarket chain Whole Foods hour number outlet country Walmart Inc. WMT store Minneapolis Atlanta Friday target looting retailer Sunday several store country CNBC Walmart situation everyday basis outlet Monday physical damage Target Corporation TGT statement late Saturday store hour notice Chief Executive Officer Brian Cornell company worker protest Minneapolis Lake Street store full pay benefit week retailer Nike Inc. NKE store Adidas AG addyy outlet Wall Street Journal apple share Friday Amazon high share Walmart high share Target high Nike high day close Adidas share high otc Benzinga.com Benzinga investment advice right trade insight alert analyst rating free report news
Amazon.com Inc,2020-05-31 00:00:00 UTC,Amazon Company Spokesperson Says Adjusted Routes or Scaled Back Typical Delivery Operations to Ensure Safety of Its Teams in Handful of U.S. Cities,AMZN,https://www.benzinga.com/news/20/05/16146217/amazon-company-spokesperson-says-adjusted-routes-or-scaled-back-typical-delivery-operations-to-ensur,global medium entertainment platform Fandom partnership America Navy Fandom Warzone Pro tournament May online event esport social medium platform eFuse tournament organizer Mainline tournament Activision Blizzard atvi duty Warzone Amazon AMZN Twitch Fandom channel tournament player Navy Goats Glory team fan opportunity athlete streamer celebrity player Navy Goats Glory professional athlete streamer fan team prize excited partner America Navy Warzone Pro tournament unique lifetime experience esport community Sean Kiely Head Gaming Esports Sales Fandom release honor able participant Goats Glory team National Military Appreciation Month celebrity NFL athlete Juju Smith Schuster Seth Curry UFC fighter Max Holloway actor Jerry Ferrara streamer Aydan Aydan Conrad Jordan Payton Tyler Teep polchow Jacob ChocoTaco Throop Maria TSMChica Lopez Goats Glory MC1 Michael Rodgers ETN1 Joshua Jones Navy Goats Glory player gaming skill Fandom Warzone Pro Tournament many sailor passionate gaming teamwork decision communication skill day Navy Captain Matt Boren Chief Marketing Officer Navy Recruiting Command Matt Benson ceo eFuse grateful America serviceman woman ecstatic audience real hero kind tournament fan chance tournament eFuse platform shoutcaster Chris Puckett Anthony Nameless wheeler play Benzinga.com Benzinga investment advice right trade insight alert analyst rating free report news
